epoch,time,train/s_box_loss,train/s_cls_loss,train/s_dfl_loss,train/t_box_loss,train/t_cls_loss,train/t_dfl_loss,train/cclkd_loss,train/cclkd_lld_loss,train/cclkd_fld_loss,train/cclkd_rld_loss,train/cclkd_ccl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/s_box_loss,val/s_cls_loss,val/s_dfl_loss,val/t_box_loss,val/t_cls_loss,val/t_dfl_loss,val/cclkd_loss,val/cclkd_lld_loss,val/cclkd_fld_loss,val/cclkd_rld_loss,val/cclkd_ccl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
57,8647.66,1.99312,1.16899,1.06964,1.64141,0.85024,0.96405,1.19254,1.19254,0,0,0,0.602806,0.557604,0.569907,0.324397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889
58,8802.96,1.98921,1.16625,1.06617,1.63815,0.85197,0.96558,1.24491,1.24491,0,0,0,0.602186,0.560392,0.573735,0.327659,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0285366,0.0095122,0.0285366,0.0095122,0.0285366,0.0095122,0.0285366,0.0095122
59,8957.42,1.98031,1.16245,1.06531,1.63248,0.84482,0.96282,1.21531,1.21531,0,0,0,0.605677,0.560232,0.574559,0.330336,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0284857,0.00949524,0.0284857,0.00949524,0.0284857,0.00949524,0.0284857,0.00949524
60,9113.2,1.97034,1.15797,1.05739,1.6297,0.83691,0.96274,1.18628,1.18628,0,0,0,0.60355,0.564838,0.575026,0.330651,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.028434,0.009478,0.028434,0.009478,0.028434,0.009478,0.028434,0.009478
61,9268.92,1.96669,1.14831,1.06023,1.63037,0.83806,0.96194,1.22116,1.22116,0,0,0,0.6113,0.566407,0.576539,0.331807,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048
62,9422.26,1.9535,1.13796,1.05585,1.62315,0.83417,0.95947,1.19871,1.19871,0,0,0,0.602815,0.572994,0.578195,0.332664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0283281,0.0094427,0.0283281,0.0094427,0.0283281,0.0094427,0.0283281,0.0094427
63,9575.11,1.95489,1.13333,1.05266,1.62482,0.83428,0.95699,1.27095,1.27095,0,0,0,0.6077,0.573549,0.580467,0.334737,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0282739,0.00942464,0.0282739,0.00942464,0.0282739,0.00942464,0.0282739,0.00942464
64,9728.73,1.95428,1.1406,1.05016,1.62223,0.83455,0.95669,1.20945,1.20945,0,0,0,0.602063,0.572613,0.580932,0.336139,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0282189,0.00940631,0.0282189,0.00940631,0.0282189,0.00940631,0.0282189,0.00940631
65,9887.53,1.937,1.12871,1.04745,1.60837,0.82528,0.95532,1.19972,1.19972,0,0,0,0.614366,0.570594,0.582064,0.336914,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772
66,10048.6,1.94957,1.12662,1.04833,1.61664,0.82903,0.95459,1.20474,1.20474,0,0,0,0.620454,0.569661,0.583712,0.338895,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0281066,0.00936886,0.0281066,0.00936886,0.0281066,0.00936886,0.0281066,0.00936886
67,10210.2,1.9393,1.12558,1.04746,1.61701,0.82934,0.95811,1.16445,1.16445,0,0,0,0.616055,0.572433,0.584343,0.339068,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0280492,0.00934973,0.0280492,0.00934973,0.0280492,0.00934973,0.0280492,0.00934973
