chain_key,label,protocol,model,seed,method,status,phase,epochs_recorded,best_epoch_in_phase,best_map,last_epoch_in_phase,last_map,sar_baseline_best,sar_baseline_final,best_minus_sar_best,last_minus_sar_final,source_path,notes
chain_nomosaic_cap2_s123_old,n cap2 s123 old-B crash,formal_nomosaic,n,123,cap2_old_b,nan_crash,B,483,1,0.52182,483,0.0,0.56128,0.56076,-0.03946000000000005,-0.56076,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s123_a2mu1e3_b_e800_b64_s123_gpu5/results.csv,A1/A2 are healthy; old B path crashes after entering B
chain_nomosaic_cap2_s123_bstable,n cap2 s123 B-lr1e-3,formal_nomosaic,n,123,cap2_bstable1e3,late_regression,A1,10,1,0.56128,10,0.56128,0.56128,0.56076,0.0,0.0005199999999999649,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s123_a2mu1e3_a1_e10_b64_s123_gpu5/results.csv,lower B LR avoids NaN but cannot prevent late regression
chain_nomosaic_cap2_s123_bstable,n cap2 s123 B-lr1e-3,formal_nomosaic,n,123,cap2_bstable1e3,late_regression,A2,50,50,0.56574,50,0.56574,0.56128,0.56076,0.0044600000000000195,0.0049799999999999844,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s123_a2mu1e3_a2_e50_b64_s123_gpu5/results.csv,lower B LR avoids NaN but cannot prevent late regression
chain_nomosaic_cap2_s123_bstable,n cap2 s123 B-lr1e-3,formal_nomosaic,n,123,cap2_bstable1e3,late_regression,B,800,165,0.56161,800,0.52875,0.56128,0.56076,0.0003300000000000525,-0.03200999999999998,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s123_a2mu1e3_bstable1e3_b_e800_b64_s123_gpu2/results.csv,lower B LR avoids NaN but cannot prevent late regression
chain_nomosaic_cap2_s123_bnfreeze,n cap2 s123 BN-freeze,formal_nomosaic,n,123,cap2_bnfreeze1e3,complete,A1,10,1,0.56128,10,0.56128,0.56128,0.56076,0.0,0.0005199999999999649,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s123_a2mu1e3_a1_e10_b64_s123_gpu5/results.csv,BN-freeze stabilizes the same A1/A2 entrance
chain_nomosaic_cap2_s123_bnfreeze,n cap2 s123 BN-freeze,formal_nomosaic,n,123,cap2_bnfreeze1e3,complete,A2,50,50,0.56574,50,0.56574,0.56128,0.56076,0.0044600000000000195,0.0049799999999999844,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s123_a2mu1e3_a2_e50_b64_s123_gpu5/results.csv,BN-freeze stabilizes the same A1/A2 entrance
chain_nomosaic_cap2_s123_bnfreeze,n cap2 s123 BN-freeze,formal_nomosaic,n,123,cap2_bnfreeze1e3,complete,B,800,779,0.57269,800,0.57219,0.56128,0.56076,0.011410000000000031,0.01142999999999994,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_90/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s123_bnfreeze1e3_90_gpu7_b_e800_b64_s123_gpu7/results.csv,BN-freeze stabilizes the same A1/A2 entrance
chain_nomosaic_cap2_s42_bnfreeze,n cap2 s42 BN-freeze,formal_nomosaic,n,42,cap2_bnfreeze1e3,complete,A1,10,1,0.55795,10,0.55795,0.55794,0.55444,9.99999999995449e-06,0.003509999999999902,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_4090dual/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s42_bnfreeze1e3_public4090dual_final_v2_a1_e10_b64_s42_gpu0/results.csv,cross-machine BN-freeze full chain
chain_nomosaic_cap2_s42_bnfreeze,n cap2 s42 BN-freeze,formal_nomosaic,n,42,cap2_bnfreeze1e3,complete,A2,50,42,0.56401,50,0.56127,0.55794,0.55444,0.00607000000000002,0.006830000000000003,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_4090dual/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s42_bnfreeze1e3_public4090dual_final_v2_a2_e50_b64_s42_gpu0/results.csv,cross-machine BN-freeze full chain
chain_nomosaic_cap2_s42_bnfreeze,n cap2 s42 BN-freeze,formal_nomosaic,n,42,cap2_bnfreeze1e3,complete,B,800,400,0.57615,800,0.57295,0.55794,0.55444,0.01821000000000006,0.018509999999999915,ladd/results/converged_mainline_ladd_20260613/source/no_mosaic_4090dual/n_cap2/ladd_hbb_ogsod11n_formal_nomosaic_yolo11n_cap2_s42_bnfreeze1e3_public4090dual_final_v2_b_e800_b64_s42_gpu0/results.csv,cross-machine BN-freeze full chain
chain_mosaic_cap2_s0,mosaic100 cap2 s0,mosaic100,n,0,cap2,complete,A1,10,1,0.54091,10,0.54091,0.54091,0.53836,0.0,0.0025500000000000522,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_cap2_s0_a1_e10_b64_s0_gpu4/results.csv,largest historical gain under mosaic100
chain_mosaic_cap2_s0,mosaic100 cap2 s0,mosaic100,n,0,cap2,complete,A2,50,1,0.42623,50,0.40143,0.54091,0.53836,-0.11468,-0.13692999999999994,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_cap2_s0_a2_e50_b64_s0_gpu4/results.csv,largest historical gain under mosaic100
chain_mosaic_cap2_s0,mosaic100 cap2 s0,mosaic100,n,0,cap2,complete,B,800,798,0.56841,800,0.56792,0.54091,0.53836,0.02749999999999997,0.02956000000000003,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_cap2_s0_b_e800_b64_s0_gpu4/results.csv,largest historical gain under mosaic100
chain_mosaic_cap2_s42,mosaic100 cap2 s42,mosaic100,n,42,cap2,complete,A1,10,1,0.54091,10,0.54091,0.54091,0.53836,0.0,0.0025500000000000522,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_cap2_s42_a1_e10_b64_s42_gpu3/results.csv,mosaic100 stable chain
chain_mosaic_cap2_s42,mosaic100 cap2 s42,mosaic100,n,42,cap2,complete,A2,50,50,0.40313,50,0.40313,0.54091,0.53836,-0.13778,-0.13522999999999996,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_cap2_s42_a2_e50_b64_s42_gpu3/results.csv,mosaic100 stable chain
chain_mosaic_cap2_s42,mosaic100 cap2 s42,mosaic100,n,42,cap2,complete,B,800,750,0.56799,800,0.56044,0.54091,0.53836,0.027079999999999993,0.0220800000000001,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_cap2_s42_b_e800_b64_s42_gpu3/results.csv,mosaic100 stable chain
chain_mosaic_cap2_s123,mosaic100 cap2 s123,mosaic100,n,123,cap2,complete,A1,10,1,0.54091,10,0.54091,0.54091,0.53836,0.0,0.0025500000000000522,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_cap2_s123_a1_e10_b64_s123_gpu5/results.csv,mosaic100 stable chain
chain_mosaic_cap2_s123,mosaic100 cap2 s123,mosaic100,n,123,cap2,complete,A2,50,1,0.42489,50,0.40238,0.54091,0.53836,-0.11602000000000001,-0.13597999999999993,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_cap2_s123_a2_e50_b64_s123_gpu5/results.csv,mosaic100 stable chain
chain_mosaic_cap2_s123,mosaic100 cap2 s123,mosaic100,n,123,cap2,complete,B,800,800,0.56163,800,0.56163,0.54091,0.53836,0.02071999999999996,0.023270000000000013,ladd/results/converged_mainline_ladd_20260613/source/mosaic90/ladd_b_runs/ladd_hbb_ogsod11n_ladd800r2_cap2_s123_b_e800_b64_s123_gpu5/results.csv,mosaic100 stable chain
