epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,train/t_rec_loss,train/t_sep_loss,train/reach_match_loss,train/reach_rank_loss,train/task_loss,train/kd_loss,train/s_rec_loss,train/s_sep_loss,train/r_aux_loss,train/u_aux_loss,train/mask_reg_loss,train/recon_task_loss,train/rs_comp_loss,train/r_obb_loss,train/s_repel_loss,train/path_b_loss,train/r_sar_loss,train/dkd_loss,train/proto_cls_loss,train/d_pos_mean,train/d_neg_mean,train/rank_gap_mean,train/r_aux_fg_mean,train/r_aux_bg_mean,train/u_aux_fg_mean,train/u_aux_bg_mean,train/mask_mean,train/mask_std,train/mask_fg_mean,train/mask_bg_mean,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,val/t_rec_loss,val/t_sep_loss,val/reach_match_loss,val/reach_rank_loss,val/task_loss,val/kd_loss,val/s_rec_loss,val/s_sep_loss,val/r_aux_loss,val/u_aux_loss,val/mask_reg_loss,val/recon_task_loss,val/rs_comp_loss,val/r_obb_loss,val/s_repel_loss,val/path_b_loss,val/r_sar_loss,val/dkd_loss,val/proto_cls_loss,val/d_pos_mean,val/d_neg_mean,val/rank_gap_mean,val/r_aux_fg_mean,val/r_aux_bg_mean,val/u_aux_fg_mean,val/u_aux_bg_mean,val/mask_mean,val/mask_std,val/mask_fg_mean,val/mask_bg_mean,phase_stop_fitness,lr/pg0,lr/pg1,lr/pg2
33,1724.23,2.24447,1.49788,1.17361,0,0,0,0,0,0,3.17179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50325,0.45141,0.44172,0.21873,2.16204,1.30764,1.12264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21873,0.00984449,0.00984449,0.00984449
34,1771.48,2.25281,1.5086,1.16586,0,0,0,0,0,0,3.21365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53803,0.44997,0.45264,0.22189,2.14342,1.2883,1.11887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22189,0.00983467,0.00983467,0.00983467
35,1821.03,2.2383,1.48408,1.16236,0,0,0,0,0,0,3.19179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52496,0.46117,0.45819,0.22401,2.12826,1.27928,1.11599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22401,0.00982456,0.00982456,0.00982456
36,1870.06,2.23045,1.4727,1.16448,0,0,0,0,0,0,3.1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53962,0.45768,0.45688,0.22572,2.15221,1.27974,1.12661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22572,0.00981415,0.00981415,0.00981415
37,1919.12,2.23126,1.48046,1.15978,0,0,0,0,0,0,3.19236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52932,0.46851,0.46405,0.23304,2.12328,1.26162,1.1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23304,0.00980345,0.00980345,0.00980345
38,1966.44,2.22517,1.46694,1.15608,0,0,0,0,0,0,3.18025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53018,0.46912,0.46871,0.23466,2.11389,1.25444,1.10786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23466,0.00979246,0.00979246,0.00979246
39,2016.41,2.19682,1.45258,1.15262,0,0,0,0,0,0,3.23262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55261,0.46804,0.47631,0.23967,2.08205,1.23005,1.10102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23967,0.00978118,0.00978118,0.00978118
40,2067.17,2.19639,1.4343,1.14557,0,0,0,0,0,0,3.24598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55115,0.47594,0.4796,0.24156,2.06267,1.22461,1.09607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24156,0.0097696,0.0097696,0.0097696
41,2115.95,2.18733,1.42768,1.14705,0,0,0,0,0,0,3.20667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55755,0.48626,0.48794,0.24597,2.07581,1.22058,1.0955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24597,0.00975773,0.00975773,0.00975773
42,2166.76,2.19212,1.44017,1.14586,0,0,0,0,0,0,3.19889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56305,0.47552,0.4841,0.2491,2.05533,1.21242,1.08957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2491,0.00974557,0.00974557,0.00974557
43,2214.22,2.20386,1.43424,1.14665,0,0,0,0,0,0,3.13314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56992,0.48167,0.49027,0.25321,2.05174,1.20334,1.09014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25321,0.00973312,0.00973312,0.00973312
44,2262.89,2.18402,1.41612,1.13674,0,0,0,0,0,0,3.13223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57664,0.48218,0.49109,0.25459,2.04621,1.19728,1.08522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25459,0.00972039,0.00972039,0.00972039
45,2312.84,2.17909,1.42232,1.1407,0,0,0,0,0,0,3.15998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55551,0.49387,0.49482,0.25656,2.03794,1.18217,1.08258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25656,0.00970736,0.00970736,0.00970736
46,2363.76,2.16822,1.40649,1.1377,0,0,0,0,0,0,3.15948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55821,0.50143,0.5023,0.26005,2.01995,1.17617,1.07855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26005,0.00969405,0.00969405,0.00969405
47,2413.6,2.1605,1.39899,1.13553,0,0,0,0,0,0,3.15074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57228,0.50422,0.50599,0.26196,2.00662,1.17293,1.07432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26196,0.00968045,0.00968045,0.00968045
48,2460.95,2.15768,1.38607,1.13031,0,0,0,0,0,0,3.13285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58063,0.50391,0.50895,0.26689,1.99395,1.15708,1.07027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26689,0.00966656,0.00966656,0.00966656
49,2508.17,2.14322,1.3749,1.12873,0,0,0,0,0,0,3.17291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59485,0.50774,0.51498,0.27167,1.98798,1.15298,1.06874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27167,0.00965239,0.00965239,0.00965239
50,2555.65,2.15368,1.37878,1.12552,0,0,0,0,0,0,3.17749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59458,0.50309,0.5148,0.27269,1.99174,1.14843,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27269,0.00963794,0.00963794,0.00963794
51,2602.54,2.12036,1.35194,1.12046,0,0,0,0,0,0,3.19544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58475,0.51379,0.51638,0.27609,1.97561,1.13597,1.06771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27609,0.0096232,0.0096232,0.0096232
52,2649.97,2.14533,1.37185,1.12132,0,0,0,0,0,0,3.20076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59171,0.51668,0.52333,0.27886,1.97417,1.12557,1.06472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27886,0.00960819,0.00960819,0.00960819
53,2699.92,2.12343,1.34728,1.11497,0,0,0,0,0,0,3.19551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59494,0.51731,0.52491,0.27995,1.96808,1.11895,1.06185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27995,0.00959289,0.00959289,0.00959289
54,2748.11,2.11979,1.35032,1.12201,0,0,0,0,0,0,3.17524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59536,0.52611,0.53196,0.28421,1.95473,1.11381,1.05804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28421,0.00957731,0.00957731,0.00957731
55,2795.07,2.12669,1.34326,1.11351,0,0,0,0,0,0,3.18936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6016,0.52654,0.53284,0.2857,1.95042,1.10835,1.05632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2857,0.00956145,0.00956145,0.00956145
56,2843.06,2.12226,1.33972,1.11352,0,0,0,0,0,0,3.20316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60732,0.53377,0.53891,0.28942,1.945,1.09843,1.05413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28942,0.00954531,0.00954531,0.00954531
57,2890.25,2.08715,1.32163,1.10861,0,0,0,0,0,0,3.23998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60201,0.53644,0.54046,0.28894,1.94527,1.0927,1.05249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28894,0.00952889,0.00952889,0.00952889
58,2936.81,2.10341,1.33259,1.11094,0,0,0,0,0,0,3.24012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59785,0.54124,0.54045,0.28877,1.94297,1.08967,1.05032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28877,0.0095122,0.0095122,0.0095122
59,2983.57,2.09957,1.32924,1.10323,0,0,0,0,0,0,3.23295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60622,0.53966,0.54359,0.29247,1.93604,1.08507,1.04843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29247,0.00949524,0.00949524,0.00949524
60,3031.26,2.08676,1.31082,1.10569,0,0,0,0,0,0,3.22174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60204,0.54259,0.5447,0.29556,1.92806,1.07952,1.04582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29556,0.009478,0.009478,0.009478
