epoch,ap,delta_ap_vs_det,ap50,delta_ap50_vs_det
388,0.453851694463034,0.01897169446303406,0.7350518001303229,0.01685180013032298
389,0.45439396947976474,0.019033969479764712,0.7354609884294319,0.016840988429431852
390,0.4552262444964954,0.019096244496495364,0.7362801767285407,0.016830176728540723
391,0.455578519513226,0.019158519513226023,0.7362393650276495,0.016819365027649597
392,0.45610079452995667,0.019220794529956675,0.7368385533267584,0.01680855332675847
393,0.45660306954668733,0.019283069546687327,0.7368177416258673,0.016797741625867342
394,0.45727534456341795,0.019345344563417986,0.7377569299249762,0.016786929924976213
395,0.45770761958014866,0.01940761958014864,0.738096118224085,0.016776118224085087
396,0.4582398945968793,0.01946989459687929,0.7386453065231939,0.01676530652319396
397,0.45870216961360993,0.019532169613609943,0.7391744948223028,0.01675449482230283
398,0.4588244446303406,0.0195944446303406,0.7392736831214117,0.016743683121411706
399,0.45953671964707127,0.019656719647071254,0.7397228714205206,0.016732871420520577
