epoch,stage,lr_pg0,lr_pg1,lr_pg2,train_box_loss,train_cls_loss,train_dfl_loss,kd_loss,reach_match_loss,reach_rank_loss,cmdistill_pcc_levels,cmdistill_slrd_tokens,cmdistill_ibcld_candidate_ratio,cmdistill_ibcld_fg_count,cmdistill_ibcld_teacher_conf_added_count,cmdistill_ibcld_cls_loss,cmdistill_ibcld_box_loss,cmdistill_pcc_loss,cmdistill_relation_loss,cmdistill_ibcld_loss,cmdistill_total_loss,bn_running_var_max,bn_running_var_mean,bn_running_var_p95,bn_running_mean_abs_max,bn_num_layers,bn_stats_mode,bn_stats_frozen_this_epoch,nonfinite_metrics_or_cmdistill,nonfinite_bn_stats,nan_or_inf_detected,grad_norm_total,grad_norm_backbone,grad_norm_neck,grad_norm_head,base_alpha_kd,effective_alpha_kd,kd_multiplier,kd_warmup_active,ladd_kd_decay_mode,ladd_kd_decay_start_epoch,ladd_kd_decay_end_epoch,ladd_kd_final_mult,ladd_kd_stop_after_epoch,b_loss_warmup_mode,b_loss_warmup_start_epoch,b_loss_warmup_end_epoch,b_loss_warmup_final_mult,b_loss_warmup_scope,b_loss_warmup_multiplier,b_loss_warmup_active,ladd_b_a2_core,ladd_b_frozen_reach_probe,ladd_b_det_only,ladd_a2_det_only,effective_alpha_s_rec,effective_lambda_reach,effective_lambda_match_inner,effective_lambda_rank_inner
11,b,0.009939057285945931,0.009939057285945931,0.009939057285945931,1.20829,0.71228,0.96202,0.16665,0.00194,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.14161682128906,1.2014306783676147,4.395077705383301,32.51214599609375,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
12,b,0.009926291164466132,0.009926291164466132,0.009926291164466132,1.2013,0.70359,0.96288,0.16175,0.00195,0.15326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.5115966796875,1.2208149433135986,4.4866719245910645,34.6668586730957,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
13,b,0.00991232189110701,0.00991232189110701,0.00991232189110701,1.20873,0.70631,0.96352,0.15286,0.00199,0.15326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.21693420410156,1.2465193271636963,4.624509334564209,35.93061065673828,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
14,b,0.00989715291257774,0.00989715291257774,0.00989715291257774,1.20249,0.69974,0.96102,0.14527,0.00197,0.15326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.41064453125,1.2675522565841675,4.685288429260254,36.709022521972656,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
15,b,0.0098807879715968,0.0098807879715968,0.0098807879715968,1.20145,0.70214,0.96115,0.14684,0.00199,0.15326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.9202117919922,1.289663553237915,4.801827430725098,35.10556411743164,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
16,b,0.009863231105968498,0.009863231105968498,0.009863231105968498,1.20528,0.70564,0.96127,0.14165,0.00204,0.15327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.92335510253906,1.3070119619369507,4.806314468383789,34.488075256347656,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
17,b,0.009844486647586725,0.009844486647586725,0.009844486647586725,1.20046,0.70022,0.95924,0.14164,0.00205,0.15327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.52008056640625,1.3189947605133057,4.914437770843506,36.775325775146484,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
18,b,0.0098245592213661,0.0098245592213661,0.0098245592213661,1.20064,0.70016,0.96128,0.13691,0.00203,0.15327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.97637939453125,1.3397611379623413,5.033604145050049,37.55165100097656,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
19,b,0.009803453744100868,0.009803453744100868,0.009803453744100868,1.19859,0.69847,0.96107,0.13305,0.00204,0.15327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.06906127929688,1.353194236755371,5.0767927169799805,36.213314056396484,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
20,b,0.009781175423251735,0.009781175423251735,0.009781175423251735,1.19797,0.69563,0.95955,0.13084,0.00204,0.15327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.65823364257812,1.3683550357818604,5.0934906005859375,35.60009765625,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
21,b,0.009757729755661011,0.009757729755661011,0.009757729755661011,1.19876,0.69806,0.95974,0.12702,0.00205,0.15327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0545196533203,1.3708887100219727,5.0222954750061035,36.384368896484375,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
22,b,0.009733122526196349,0.009733122526196349,0.009733122526196349,1.19336,0.69451,0.95782,0.12551,0.00202,0.15327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.358154296875,1.3958251476287842,5.181058406829834,36.429256439208984,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
23,b,0.009707359806323416,0.009707359806323416,0.009707359806323416,1.1962,0.69555,0.95724,0.12156,0.00206,0.15327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.38006591796875,1.4074112176895142,5.30704402923584,39.57016372680664,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
24,b,0.009680447952607843,0.009680447952607843,0.009680447952607843,1.19841,0.69459,0.95799,0.11756,0.00201,0.15326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.09837341308594,1.4182523488998413,5.140484809875488,34.60817337036133,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
25,b,0.009652393605146845,0.009652393605146845,0.009652393605146845,1.1949,0.69403,0.95756,0.11359,0.00202,0.15327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.69253540039062,1.431807518005371,5.260375022888184,35.5708122253418,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
26,b,0.00962320368593087,0.00962320368593087,0.00962320368593087,1.19104,0.69011,0.95682,0.1106,0.00206,0.15327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.9047088623047,1.4380173683166504,5.3205742835998535,36.51601028442383,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
27,b,0.009592885397135707,0.009592885397135707,0.009592885397135707,1.19152,0.68785,0.9582,0.10744,0.00204,0.15327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.87066650390625,1.4554684162139893,5.419003009796143,36.03705596923828,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
28,b,0.009561446219345454,0.009561446219345454,0.009561446219345454,1.18709,0.68613,0.95691,0.10486,0.00208,0.15327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.597900390625,1.4636080265045166,5.555129528045654,33.24127960205078,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
29,b,0.009528893909706798,0.009528893909706798,0.009528893909706798,1.18712,0.6857,0.95647,0.10382,0.00199,0.15326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.9951629638672,1.4733855724334717,5.417190074920654,30.047975540161133,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
30,b,0.009495236500015047,0.009495236500015047,0.009495236500015047,1.18719,0.68744,0.95526,0.09742,0.00198,0.15326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.8609619140625,1.474888563156128,5.348871231079102,31.31059455871582,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
31,b,0.009460482294732422,0.009460482294732422,0.009460482294732422,1.18453,0.68588,0.95701,0.09737,0.00197,0.15326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.5658721923828,1.4886972904205322,5.5649871826171875,30.8153076171875,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
32,b,0.009424639868939034,0.009424639868939034,0.009424639868939034,1.18909,0.68768,0.95559,0.09209,0.00206,0.15327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.39573669433594,1.488134741783142,5.5959930419921875,31.26484489440918,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
33,b,0.009387718066217125,0.009387718066217125,0.009387718066217125,1.18474,0.68408,0.95612,0.08988,0.00195,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.6895294189453,1.4949417114257812,5.663606643676758,34.97182083129883,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
34,b,0.009349725996469046,0.009349725996469046,0.009349725996469046,1.18931,0.68228,0.95661,0.085,0.00198,0.15326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.62591552734375,1.4991931915283203,5.6807098388671875,34.043827056884766,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
35,b,0.00931067303366952,0.00931067303366952,0.00931067303366952,1.18327,0.68217,0.95526,0.08324,0.00201,0.15326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.98204040527344,1.5094271898269653,5.622125148773193,35.8049430847168,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
36,b,0.009270568813552756,0.009270568813552756,0.009270568813552756,1.18544,0.68337,0.95553,0.08147,0.00199,0.15326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0150909423828,1.5174524784088135,5.768354415893555,36.4209098815918,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
37,b,0.009229423231234974,0.009229423231234974,0.009229423231234974,1.18688,0.68527,0.95355,0.07788,0.00191,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.696533203125,1.5223935842514038,5.671566009521484,33.79678726196289,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
38,b,0.009187246438772938,0.009187246438772938,0.009187246438772938,1.1802,0.67908,0.95218,0.07604,0.00194,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.4561767578125,1.5195448398590088,5.772393226623535,30.72208595275879,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
39,b,0.009144048842659082,0.009144048842659082,0.009144048842659082,1.18168,0.67921,0.95392,0.07662,0.00194,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.8036346435547,1.522580862045288,5.7468647956848145,32.799251556396484,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
40,b,0.009099841101253866,0.009099841101253866,0.009099841101253866,1.17923,0.67854,0.95165,0.07415,0.00192,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.82579040527344,1.5216995477676392,5.7950639724731445,33.75906753540039,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
41,b,0.00905463412215599,0.00905463412215599,0.00905463412215599,1.17848,0.67645,0.95221,0.07083,0.00194,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.74227905273438,1.5249648094177246,5.8547043800354,32.363311767578125,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
42,b,0.0090084390595111,0.0090084390595111,0.0090084390595111,1.18176,0.68072,0.95449,0.06864,0.00198,0.15326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.22479248046875,1.5278109312057495,5.792172908782959,32.60462951660156,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
43,b,0.008961267311259668,0.008961267311259668,0.008961267311259668,1.17263,0.6733,0.95071,0.06834,0.0019,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.69175720214844,1.5192344188690186,5.8021240234375,34.994354248046875,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
44,b,0.008913130516324733,0.008913130516324733,0.008913130516324733,1.17953,0.67529,0.95216,0.06722,0.00193,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.84571838378906,1.528737187385559,5.78367280960083,35.57029342651367,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
45,b,0.008864040551740157,0.008864040551740157,0.008864040551740157,1.18014,0.6763,0.95171,0.06477,0.00189,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.5308074951172,1.5227444171905518,5.734450817108154,30.8866024017334,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
46,b,0.008814009529720153,0.008814009529720153,0.008814009529720153,1.1752,0.676,0.95103,0.06422,0.0019,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.318603515625,1.5267211198806763,5.90220308303833,32.04071044921875,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
47,b,0.008763049794670776,0.008763049794670776,0.008763049794670776,1.17429,0.67193,0.95045,0.06163,0.00191,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.2994842529297,1.5198688507080078,5.889543056488037,33.79900360107422,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
48,b,0.008711173920144118,0.008711173920144118,0.008711173920144118,1.17279,0.673,0.95207,0.06353,0.00196,0.15326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.83651733398438,1.5179634094238281,5.868425369262695,34.46147537231445,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
49,b,0.008658394705735989,0.008658394705735989,0.008658394705735989,1.17457,0.67184,0.95055,0.06086,0.00187,0.15324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.1407928466797,1.518844485282898,5.91935920715332,34.804752349853516,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
50,b,0.008604725173927786,0.008604725173927786,0.008604725173927786,1.17375,0.67337,0.95048,0.05874,0.00188,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.40789794921875,1.5206369161605835,5.897793769836426,31.387222290039062,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
51,b,0.00855017856687341,0.00855017856687341,0.00855017856687341,1.17125,0.66888,0.95041,0.05585,0.00187,0.15324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.18101501464844,1.5224578380584717,5.977145195007324,32.01198196411133,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
52,b,0.008494768343131955,0.008494768343131955,0.008494768343131955,1.17041,0.66788,0.9497,0.05654,0.00186,0.15324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.1316375732422,1.5202126502990723,5.864542007446289,31.325103759765625,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
53,b,0.008438508174347008,0.008438508174347008,0.008438508174347008,1.17146,0.67036,0.94795,0.05317,0.00182,0.15324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.09051513671875,1.517741084098816,5.826653480529785,31.799213409423828,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
